month,bloc,valence,arousal,dominance,n,month_ts
2024-05,Centre / Majorite,0.5222684008490716,0.4827342917623985,0.5011314253844379,104,2024-05-01
2024-05,Droite,0.5026184856788899,0.490988273014847,0.47883445992288687,63,2024-05-01
2024-05,Gauche moderee,0.5039144637903535,0.5047976932594241,0.5066446315520975,92,2024-05-01
2024-05,Gauche radicale,0.4958851679189024,0.5029225531581091,0.5010350847052746,608,2024-05-01
2024-06,Centre / Majorite,0.5220111742161397,0.4790792005720722,0.49115244296638483,52,2024-06-01
2024-06,Droite,0.5295680336885337,0.50930474935522,0.5013388568294451,25,2024-06-01
2024-06,Gauche moderee,0.4817288710504197,0.4904660344384024,0.49018457341374716,24,2024-06-01
2024-06,Gauche radicale,0.5056448680999587,0.5014224151103218,0.5053524843360966,126,2024-06-01
2024-07,Centre / Majorite,0.532672647644233,0.4846958614361905,0.4908105487968964,27,2024-07-01
2024-07,Droite,0.5159492990236992,0.5140892236228537,0.5027182021010862,39,2024-07-01
2024-07,Gauche moderee,0.5140087825248677,0.46715204158738594,0.4987810485854421,14,2024-07-01
2024-07,Gauche radicale,0.501989305939211,0.5078416746396917,0.5054097347824176,162,2024-07-01
2024-08,Centre / Majorite,0.4961373516226856,0.49553953260336303,0.49736920152062203,35,2024-08-01
2024-08,Droite,0.5122348119004883,0.4981827896505437,0.49148817025938213,33,2024-08-01
2024-08,Gauche moderee,0.4939816366113092,0.4894907811039566,0.5057143290884588,16,2024-08-01
2024-08,Gauche radicale,0.4907208710739241,0.5055863205328639,0.5023151611378175,99,2024-08-01
2024-09,Centre / Majorite,0.4975033072143961,0.4981214037728421,0.48971564457119815,15,2024-09-01
2024-09,Droite,0.4906056483854349,0.5016447954074604,0.4750215234704644,19,2024-09-01
2024-09,Gauche moderee,0.4988433451544941,0.5122684601441618,0.4966365519159502,21,2024-09-01
2024-09,Gauche radicale,0.48637241062704556,0.5046132712029958,0.4975195776528092,224,2024-09-01
2024-10,Centre / Majorite,0.5059900414960747,0.5010872303591944,0.5018579158072057,70,2024-10-01
2024-10,Droite,0.5157699182089907,0.49365836668192314,0.49764838068334116,92,2024-10-01
2024-10,Gauche moderee,0.5026220290029197,0.5027009563708946,0.49778518011848566,23,2024-10-01
2024-10,Gauche radicale,0.5047047644384349,0.504426135021989,0.503834329931115,249,2024-10-01
2024-11,Centre / Majorite,0.5267413492597711,0.49011038853899164,0.5048255971090906,30,2024-11-01
2024-11,Droite,0.49985562385699955,0.4948868827133117,0.49209796129313976,43,2024-11-01
2024-11,Gauche moderee,0.522396920144998,0.491093725286384,0.5075290645362058,38,2024-11-01
2024-11,Gauche radicale,0.5113491295372171,0.4987849085176579,0.5053784446708952,207,2024-11-01
2024-12,Centre / Majorite,0.5269439717553688,0.4669036181139123,0.4858872315592904,6,2024-12-01
2024-12,Droite,0.5319490652106179,0.49881868613063346,0.5036360773349458,15,2024-12-01
2024-12,Gauche moderee,0.4916637322093111,0.4775471441672362,0.4810027219184324,10,2024-12-01
2024-12,Gauche radicale,0.49420297222607207,0.4997068010333833,0.49958125412883647,103,2024-12-01
2025-01,Centre / Majorite,0.532214903558564,0.4752105840950015,0.49495386446359735,41,2025-01-01
2025-01,Droite,0.5026364174685397,0.4865582982880409,0.4909763138102904,31,2025-01-01
2025-01,Gauche moderee,0.5575011313892895,0.4710727300028507,0.5186316014500045,29,2025-01-01
2025-01,Gauche radicale,0.5041790531662059,0.4953382303877167,0.4969126809240187,218,2025-01-01
2025-02,Centre / Majorite,0.5131266798163435,0.47784117293689293,0.48071737551134563,44,2025-02-01
2025-02,Droite,0.49837629997022564,0.5023806227847883,0.4994154870763505,45,2025-02-01
2025-02,Gauche moderee,0.5205159443235858,0.47067844410206244,0.5009593422639774,12,2025-02-01
2025-02,Gauche radicale,0.5033766342331514,0.49691126935332186,0.4966176779689097,74,2025-02-01
2025-03,Centre / Majorite,0.5053324016456028,0.49387459157377284,0.4939350366297332,47,2025-03-01
2025-03,Droite,0.5125700707819327,0.4978194207237027,0.5034625260076098,41,2025-03-01
2025-03,Gauche moderee,0.5261281675027591,0.4787999233777113,0.4949336691481906,18,2025-03-01
2025-03,Gauche radicale,0.5060512931704131,0.49182768232956037,0.494259413089055,151,2025-03-01
2025-04,Centre / Majorite,0.505440854182431,0.5019952400737894,0.505329470238302,26,2025-04-01
2025-04,Droite,0.4996479591059841,0.5069234380174974,0.4876094336296127,24,2025-04-01
2025-04,Gauche moderee,0.517114375345758,0.47894409903663276,0.5001890898106884,14,2025-04-01
2025-04,Gauche radicale,0.5103326296063488,0.4974501627278787,0.493301274607764,229,2025-04-01
2025-05,Centre / Majorite,0.5326179166970789,0.4842532426072128,0.5066063071442839,122,2025-05-01
2025-05,Droite,0.5075132415436616,0.5040814357928362,0.5060345820495293,74,2025-05-01
2025-05,Gauche moderee,0.5166177350811838,0.4761845187526502,0.4959483417632945,50,2025-05-01
2025-05,Gauche radicale,0.4969586998348266,0.5045462098280508,0.5010111430796754,309,2025-05-01
2025-06,Centre / Majorite,0.5171238007163127,0.4867948157509823,0.5090423271015948,116,2025-06-01
2025-06,Droite,0.5091576945025853,0.49907297866324846,0.5136091907231026,101,2025-06-01
2025-06,Gauche moderee,0.5060069508214498,0.5026342397901612,0.5072216421452392,57,2025-06-01
2025-06,Gauche radicale,0.5106230345569541,0.49675005302674496,0.5120454145784765,545,2025-06-01
2025-07,Centre / Majorite,0.534709584709464,0.4824701933899055,0.5116036625716326,31,2025-07-01
2025-07,Droite,0.5234475865587271,0.4967823362864499,0.5078880249208915,77,2025-07-01
2025-07,Gauche moderee,0.5025879394590747,0.482464398514353,0.5030995382676794,35,2025-07-01
2025-07,Gauche radicale,0.515156392934261,0.4964309788755436,0.5063981883116586,346,2025-07-01
2025-08,Centre / Majorite,0.4782531581625821,0.4988825851971189,0.49128608141879265,14,2025-08-01
2025-08,Droite,0.5138074183971835,0.4977693544164691,0.49711476101384,22,2025-08-01
2025-08,Gauche moderee,0.5307960302709267,0.48657223000441474,0.5265202758352945,20,2025-08-01
2025-08,Gauche radicale,0.5089691599263794,0.5043041325186945,0.5087767666313895,124,2025-08-01
2025-09,Centre / Majorite,0.5331401412989443,0.49179750742004724,0.5308623819831916,21,2025-09-01
2025-09,Droite,0.5152102318380117,0.49292094848404816,0.5014776317920442,47,2025-09-01
2025-09,Gauche moderee,0.5305839099206884,0.48979064221669183,0.509949382153177,56,2025-09-01
2025-09,Gauche radicale,0.5090305872485542,0.49896179820714376,0.5119425969243812,342,2025-09-01
2025-10,Centre / Majorite,0.5130785298517675,0.49436406869433297,0.4972016355006673,57,2025-10-01
2025-10,Droite,0.4973452652426092,0.4948646076443814,0.4936995487933832,40,2025-10-01
2025-10,Gauche moderee,0.5048422985872904,0.528694637097557,0.5128269519979505,10,2025-10-01
2025-10,Gauche radicale,0.5126955363145571,0.49445380004997924,0.4998857052108795,260,2025-10-01
2025-11,Centre / Majorite,0.5167996379582481,0.4879822541836988,0.5324887208437303,10,2025-11-01
2025-11,Droite,0.5357517464465562,0.4871957100953641,0.5148787576610241,17,2025-11-01
2025-11,Gauche moderee,0.5475167087633653,0.46989185411478585,0.509232367334057,19,2025-11-01
2025-11,Gauche radicale,0.5132241114810344,0.48991777102574185,0.49394896304556274,101,2025-11-01
2025-12,Centre / Majorite,0.4842137021721326,0.518830717905289,0.48031664088412285,14,2025-12-01
2025-12,Droite,0.48662362486573424,0.48978450290944764,0.49032932942470264,11,2025-12-01
2025-12,Gauche moderee,0.4927542312102757,0.4893547624571468,0.47388472632683143,15,2025-12-01
2025-12,Gauche radicale,0.5166652271242772,0.498346215797936,0.5176577751775948,95,2025-12-01
2026-01,Centre / Majorite,0.5307360446570973,0.5310749601275917,0.46217264752791065,7,2026-01-01
2026-01,Gauche radicale,0.517712868510432,0.4950598119735705,0.517065075051711,73,2026-01-01
