month,bloc,care,fairness,loyalty,authority,sanctity,n,month_ts
2025-03,Gauche radicale,0.18810916072628572,0.18134038079641754,0.20490271243275368,0.1798151839662897,0.17120856670061493,151,2025-03-01
2025-04,Centre / Majorite,0.17092491491343648,0.17185814471828703,0.20345188943381354,0.16546865477554146,0.15577615312796386,26,2025-04-01
2025-04,Droite,0.19288908940303215,0.19226822844279767,0.19953783265104985,0.18406080464245714,0.1772608520617481,24,2025-04-01
2025-04,Gauche moderee,0.19427398836319507,0.17963551632856864,0.2058649939959986,0.17688768208730313,0.17313580840634896,14,2025-04-01
2025-04,Gauche radicale,0.20196109029034415,0.18990677705961986,0.20843216945014825,0.1842486485889999,0.17675325714616527,230,2025-04-01
2025-05,Centre / Majorite,0.1828634631287471,0.1724698350033258,0.189243075439197,0.18052875334755486,0.1700801740079028,122,2025-05-01
2025-05,Droite,0.17691753649101452,0.17738673610343184,0.19892557777420278,0.1745565232814115,0.163868610298126,74,2025-05-01
2025-05,Gauche moderee,0.2064448064974965,0.183505442962209,0.21278859377804074,0.18455131353511697,0.1751378895417989,50,2025-05-01
2025-05,Gauche radicale,0.19717094452432316,0.18112511717005303,0.20500716871021227,0.18538306902502863,0.17317463533635893,309,2025-05-01
2025-06,Centre / Majorite,0.16433879879097732,0.16329434383544442,0.18326554415332963,0.16326719095028439,0.15122377090533606,116,2025-06-01
2025-06,Droite,0.1903144596539114,0.18068537511188065,0.20574860629407726,0.18440359764215492,0.17633315809446756,101,2025-06-01
2025-06,Gauche moderee,0.18761546962934872,0.17288617396094658,0.19619753546842014,0.17927153132796986,0.16510304168321457,57,2025-06-01
2025-06,Gauche radicale,0.19342642633982796,0.1824504418736053,0.20803002120524408,0.17856771482389458,0.1672292685288272,548,2025-06-01
2025-07,Centre / Majorite,0.16899129209612582,0.17669582795149127,0.19314568719986783,0.17116411632167924,0.16304479654207993,31,2025-07-01
2025-07,Droite,0.194026675429246,0.18348820792898382,0.20510357949539654,0.19733879219379302,0.18006671235149302,77,2025-07-01
2025-07,Gauche moderee,0.2223134074824346,0.18241712557920145,0.22160274840325436,0.2043628513990486,0.18118059738090125,35,2025-07-01
2025-07,Gauche radicale,0.1965447853083246,0.18314661062053667,0.20729604969051482,0.1855179675858043,0.1743873859550433,347,2025-07-01
2025-08,Centre / Majorite,0.17749982309366613,0.1690773433477703,0.20321339951126877,0.17341237139452592,0.17120529522160952,14,2025-08-01
2025-08,Droite,0.18373160470675878,0.19146913688265874,0.19832999907700702,0.17767155059017406,0.17581108127883602,22,2025-08-01
2025-08,Gauche moderee,0.19803285408747048,0.17258670446063978,0.22250581929132002,0.17475636608062572,0.17142882121452124,20,2025-08-01
2025-08,Gauche radicale,0.18440972727372915,0.17274659671967366,0.20333223504328984,0.17647923487847691,0.17097937171304295,127,2025-08-01
2025-09,Centre / Majorite,0.21162120623327518,0.19085336798315847,0.23153056419448723,0.21597302216227382,0.18474654514866232,21,2025-09-01
2025-09,Droite,0.21139626298634878,0.18934493428536267,0.22595612748900348,0.20929565196083824,0.1812701930714734,47,2025-09-01
2025-09,Gauche moderee,0.1951923851445177,0.1810300742361365,0.21292387298515192,0.18813695072580272,0.1673947020035042,57,2025-09-01
2025-09,Gauche radicale,0.19464025658957074,0.17704895303406357,0.2166840438231669,0.189822472879021,0.1760787772583285,343,2025-09-01
2025-10,Centre / Majorite,0.17521800998159515,0.16171900321441599,0.18469724945020516,0.15397554927701956,0.14498988370556345,57,2025-10-01
2025-10,Droite,0.19328773071384828,0.17617795215840126,0.1977108783371193,0.17836610600215658,0.16831888376808893,40,2025-10-01
2025-10,Gauche moderee,0.17086009498788404,0.17015423934288032,0.1715891201033189,0.16005313468295213,0.13728230096891353,10,2025-10-01
2025-10,Gauche radicale,0.1899555589626559,0.17905579986937312,0.20143992173146538,0.18200534317538508,0.1724967395791219,260,2025-10-01
2025-11,Centre / Majorite,0.16382443240073247,0.14788891771841473,0.18367353875346204,0.1644770904212507,0.13762395686841553,10,2025-11-01
2025-11,Droite,0.1814133926943373,0.19903324213318846,0.22549989924996344,0.18939753525458758,0.18980240572779902,17,2025-11-01
2025-11,Gauche moderee,0.20530482724978363,0.1575608578798825,0.16674418000490532,0.1715508838501276,0.1528037981266952,19,2025-11-01
2025-11,Gauche radicale,0.18894241315156615,0.17827280549873387,0.2012650382060625,0.17975068758436163,0.17053251901839286,101,2025-11-01
2025-12,Centre / Majorite,0.20201558052243548,0.20092719592944724,0.2102482073561589,0.18784316284752384,0.18454349410569781,14,2025-12-01
2025-12,Droite,0.17648251893051994,0.18589691727650973,0.15447823491848472,0.14298854495915989,0.15634774982034103,11,2025-12-01
2025-12,Gauche moderee,0.19307472223108987,0.18355184523760357,0.21306017089233042,0.18304005875459234,0.19283173644796742,15,2025-12-01
2025-12,Gauche radicale,0.19201591544273316,0.18135653533417195,0.20505722080267216,0.172678730822883,0.15777460755655898,97,2025-12-01
2026-01,Centre / Majorite,0.20396810850439884,0.20029020039100684,0.21709127565982406,0.21770680596285436,0.22250427663734115,8,2026-01-01
2026-01,Gauche radicale,0.17771079453837693,0.1875234394088168,0.2104502528164887,0.1889044009581887,0.16838328819423026,73,2026-01-01
